"_created_at","_updated_at","_id","outlet_id","outlet_en","outlet_type","outlet_ar","year","value","key_indicator_id","key_indicator_en","key_indicator_ar","in_out"
1509081855307,1509081855307,"in_1764",13,"","بري","الوجاجه ",2013,1078397,50,"silk","حرير طبيعي","in"
1509081855307,1509081855307,"in_1765",13,"","بري","الوجاجه ",2013,33333,51,"Wool , fine or coarse animal hair; horsehair yarn and woven fabric","صوف ، وبر حيوان ناعم أو خشن ، خيوط وأقمشة منسوجة من شعر الخيل ","in"
1509081855307,1509081855307,"in_1766",13,"","بري","الوجاجه ",2013,1087333,52,"Cotton","قطن","in"
1509081855307,1509081855307,"in_1767",13,"","بري","الوجاجه ",2013,4138,53,"Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn","ألياف نسجية نباتية أخر ، خيوط من ورق وأقمشة منسوجة من خيوط الورق ","in"
1509081855307,1509081855307,"in_1768",13,"","بري","الوجاجه ",2013,1263134,54,"Man-made filaments; strip and the like of man-made textile materials","شعيـرات تـركيبيـة أو أصطنـاعيـة؛ قدد و أشكال مماثلة من مواد نسجية تركيبية أو اصطناعية","in"
1509081855307,1509081855307,"in_1769",13,"","بري","الوجاجه ",2013,1466788,55,"Man-made staple fibres","أليـاف تركيبيـة أو أصطنــاعيـة غير مستمرة ","in"
1509081855307,1509081855307,"in_1770",13,"","بري","الوجاجه ",2013,957043,56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","حشـو ، لبـاد ولا منسـوجات ؛ خيوط خـاصة ؛ خيوط حزم وحبـال وأمراس وأصناف مصنوعة منها ","in"
1509081855307,1509081855307,"in_1771",13,"","بري","الوجاجه ",2013,1599213,57,"Carpets and other textile floor coverings","سجــاد وأغطيـة أرضيـات أخــر مـن مـواد نسجـية ","in"
1509081855307,1509081855307,"in_1772",13,"","بري","الوجاجه ",2013,120996,58,"Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","أقمشة منسوجة خاصة ؛ أقمشة ذات خمل ""أوبار"" من مواد نسجية ؛ مسننات (دانتيلا) ؛ ديابيج ؛ أصناف عقادة ؛ مطرزات ","in"
1509081855307,1509081855307,"in_1773",13,"","بري","الوجاجه ",2013,444364,59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","نسج مشربة أو مطلية أو مغطاه أو منضدة ؛ أصناف نسجية للأستخدام التقني أو الصناعي ","in"
1509081855307,1509081855307,"in_1774",13,"","بري","الوجاجه ",2013,112060,60,"Knitted or crocheted fabrics","أقمشة مصنـرة أو كـروشـية","in"
1509081855307,1509081855307,"in_1775",13,"","بري","الوجاجه ",2013,16410162,61,"Articles of apparel and clothing accessories, knitted or crocheted","ألبسة وتوابع ألبسة من مصنرات أو كروشية ","in"
1509081855307,1509081855307,"in_1776",13,"","بري","الوجاجه ",2013,14645916,62,"Articles of apparel and clothing accessories, not knitted or crocheted","ألبسة وتوابع ألبسة ، من غير المصنرات أو الكروشية","in"
1509081855307,1509081855307,"in_1777",13,"","بري","الوجاجه ",2013,5515540,63,"Other made up textile articles; sets; worn clothing and worn textile articles; rags","أصناف أخر جاهزة من مواد نسجية ؛ مجموعات (أطقم ) ؛ ألبسة مستعملة وأصناف نسجية مستعملة ؛ أسمال وخرق","in"
1509081855307,1509081855307,"in_1778",13,"","بري","الوجاجه ",2013,7167225,64,"Footwear, gaiters and the like; parts of such articles","أحذية وطماقات وما يماثلها ؛ أجزاء هذه الأصناف ","in"
1509081855307,1509081855307,"in_1779",13,"","بري","الوجاجه ",2013,328068,65,"Headgear and parts thereof","أغطيــة رأس وأجزاؤهــا","in"
1509081855307,1509081855307,"in_1780",13,"","بري","الوجاجه ",2013,44423,66,"Umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof","مظلات مطر ، مظلات شمس ، عصي ، عصي بقاعدة ، سياط ، وسياط الفروسية ، وأجزاء هذه الأصناف ","in"
1509081855307,1509081855307,"in_1781",13,"","بري","الوجاجه ",2013,96676,67,"Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","ريش وزغب محضران وأصناف مصنوعة منها ؛ أزهار أصطناعية ؛ أصناف من شعر بشري ","in"
1509081855307,1509081855307,"in_1782",13,"","بري","الوجاجه ",2013,23971993,68,"Articles of stone, plaster, cement, asbestos, mica or similar materials","مصنوعات من حجر أو جص أو إسمنت أو حرير صخري (اسبستوس) أو ميكا أو من مواد مماثلة ","in"
1509081855307,1509081855307,"in_1783",13,"","بري","الوجاجه ",2013,19225939,69,"Ceramic products","منتجــات مــن خـــزف ","in"
1509081855307,1509081855307,"in_1784",13,"","بري","الوجاجه ",2013,9459820,70,"Glass and glassware","زجـــــاج ومصنوعـــاته ","in"
1509081855307,1509081855307,"in_1785",13,"","بري","الوجاجه ",2013,77329523,71," Natural or cultured pearls, precious or semi-precious stones precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","لؤلؤ طبيعي أو مستنبت ، أحجار كريمة أوشبه كريمة ، معادن ثمينة ، معادن عادية مكسوة بقشرة من معادن ثمينة ، مصنوعات من هذه المواد ؛ حلي الغواية (مقلدة ) ؛ نقود","in"
1509081855307,1509081855307,"in_1786",13,"","بري","الوجاجه ",2013,213225233,72,"Iron and steel","الحديد والصلب (فولاذ) ","in"
1509081855307,1509081855307,"in_1787",13,"","بري","الوجاجه ",2013,137471537,73,"Articles of iron or steel","مصنوعات من حديد أو صب (فولاذ) ","in"
1509081855307,1509081855307,"in_1788",13,"","بري","الوجاجه ",2013,2163508,74,"Copper and articles thereof","نحـــاس ومصنـــوعــاتـــه ","in"
1509081855307,1509081855307,"in_1789",13,"","بري","الوجاجه ",2013,562201,75,"Nickel and articles thereof","نيكــــــل ومصنوعاتــــــــــــه ","in"
1509081855307,1509081855307,"in_1790",13,"","بري","الوجاجه ",2013,62764525,76,"Aluminium and articles thereof","ألومنيـــــــــوم ومصنوعاتــــــــــــه ","in"
1509081855307,1509081855307,"in_1791",13,"","بري","الوجاجه ",2013,60887,78,"Lead and articles thereof","رصـــاص ومصنوعاتــة","in"
1509081855307,1509081855307,"in_1792",13,"","بري","الوجاجه ",2013,4682888,79,"Zinc and articles thereof","زنك ( توتياء ) ومصنوعاته","in"
1509081855307,1509081855307,"in_1793",13,"","بري","الوجاجه ",2013,307204,80,"Tin and articles thereof","قصــديــر ومصنوعــاتــــة ","in"
1509081855307,1509081855307,"in_1794",13,"","بري","الوجاجه ",2013,28338,81,"Other base metals; cermets; articles thereof","معادن عادية أخر ؛ خلائط خزفية معدنية (سيرميت) ؛ مصنوعاتها","in"
1509081855307,1509081855307,"in_1795",13,"","بري","الوجاجه ",2013,6176054,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","عدد وأدوات سكاكين وملاعق وشوك ، من معادن عادية ؛ أجزاؤها من معادن عادية ","in"
1509081855307,1509081855307,"in_1796",13,"","بري","الوجاجه ",2013,7835986,83,"Miscellaneous articles of base metal","أصناف متنوعة من معادن عادية","in"
1509081855307,1509081855307,"in_1797",13,"","بري","الوجاجه ",2013,170907823,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","مفاعلات نووية ومراجل وآلات وأجهزة وأدوات آلية ؛ أجزاؤها ","in"
1509081855307,1509081855307,"in_1798",13,"","بري","الوجاجه ",2013,145427356,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles","آلات وأجهزة ومعدات كهربائية وأجزاؤها ؛ أجهزة تسجيل وإذاعة الصوت ، وأجهزة تسجيل وإذاعة الصوت والصورة في الإذاعة المرئية ( تلفزيون) وأجزاء ولوازم هذه الأجهزة ","in"
1509081855307,1509081855307,"in_1799",13,"","بري","الوجاجه ",2013,8399339,86,"Railway or tramway locomotives, rolling-stock and parts thereof; rallway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","قاطرات وعربات ومعدات للسكك الحديدية أو ما يماثلها وأجزاؤها مثبتات ولوازم خطوط السكك الحديدية وأجزاؤها؛ أجهزة إشارة آلية (بما فيها كهروآليه) لطرق الموصلات من جميع الأنواع","in"
1509081855307,1509081855307,"in_1800",13,"","بري","الوجاجه ",2013,17295,88,"Aircraft, spacecraft, and parts thereof","مركبات جوية ومركبات فضائية وأجزاؤها ","in"
1509081855307,1509081855307,"in_1801",13,"","بري","الوجاجه ",2013,2848690,89,"Ships, boats and floating structures","سفن وقوارب ومنشآت عائمة ","in"
1509081855307,1509081855307,"in_1802",13,"","بري","الوجاجه ",2013,16446766,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof","أدوات وأجهزة للبصريات أو للتصوير الفوتوغرافي أو السينمائي أو للقياس أو للفحص والضبط الدقيق ، أدوات وأجهزة للطب أو الجراحة ؛ أجزاء ولوازم هذه الأدوات والأجهزة ","in"
1509081855307,1509081855307,"in_1803",13,"","بري","الوجاجه ",2013,717296,91,"CIocks and watches and parts thereof","أصناف صناعة الساعات وأجزاؤها ","in"
1509081855307,1509081855307,"in_1804",13,"","بري","الوجاجه ",2013,288758,92,"Musical instruments; parts and accessories of such articles","أدوات موسيقية ؛ أجزاؤها ولوازمها","in"
1509081855307,1509081855307,"in_1805",13,"","بري","الوجاجه ",2013,0,93,"Arms and ammunition; parts and accessorles thereof","أسلحة وذخائر ؛ أجزاؤها ولوازمها ","in"
1509081855307,1509081855307,"in_1806",13,"","بري","الوجاجه ",2013,26918707,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and Iighting fittings, not elsewhere specified or included;illuminated signs, illuminated name-plates and the like; prefabricated buildings","أثاث ؛ أصناف أسرة (حشايا ، حوامل حشايا ، وسائد وأصناف محشوة مماثلة ) ؛ أجهزة إنارة غير مذكورة ولا داخلة في مكان آخر ؛ إشارات مضيئة ولوحات إعلانية أو إرشادية مضيئة وأصناف مماثلة ؛ مباني مسبقة الصنع ","in"
1509081855307,1509081855307,"in_1807",13,"","بري","الوجاجه ",2013,3934182,95,"Toys, games and sports requisites; parts and accessories thereof","لعب اطفال وأصناف للتسلية أو للرياضة ، اجزاؤها ولوازمها ","in"
1509081855307,1509081855307,"in_1808",13,"","بري","الوجاجه ",2013,5227839,96,"Miscellanous manufactured articles","مصنوعــات متنوعــة ","in"
1509081855307,1509081855307,"in_1809",13,"","بري","الوجاجه ",2013,10824,97,"Works of art, collectors' pieces and antiques","تحف فنية ، قطع للمجموعات وقطع أثرية ","in"
1509081855307,1509081855307,"in_1810",13,"","بري","الوجاجه ",2013,280561,98,"Commodities Subject to Special Provisions","سلع ذات إحكام خاصة","in"
1509081855307,1509081855307,"in_1811",13,"","بري","الوجاجه ",2013,0,,"","","in"
1509081855307,1509081855307,"in_1812",11,"AL.BURAIMI ","بري","البريمي ",2013,11977,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement","ملح ؛ كبريت ؛ أتربة  وأحجار ؛ جص ؛ كلس وأسمنت ","in"
1509081855307,1509081855307,"in_1813",11,"","بري","البريمي ",2013,750,26,"Ores, slag and ash","خامات معادن ، خبث ورماد ","in"
1509081855307,1509081855307,"in_1814",11,"","بري","البريمي ",2013,1846,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","وقود معدني ، زيوت معدنية ومنتجات تقطيرها ؛ مواد قارية ؛ شموع معدنية","in"
1509081855307,1509081855307,"in_1815",11,"","بري","البريمي ",2013,0,28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals,of radioactive elements or of isotopes","منتجات كيماوية غير عضوية ؛ مركبات عضوية أو غير عضوية من معادن ثمينة أو من معادن أتربه نادرة أو من عناصر مشعة أو من نظائر ايزوتوب ","in"
1509081855307,1509081855307,"in_1816",11,"","بري","البريمي ",2013,0,29,"Organic chemicals","منتجات كيماوية عضوية","in"
1509081855307,1509081855307,"in_1817",11,"","بري","البريمي ",2013,0,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks ","خلاصات للدباغة والصباغة ؛ مواد دابغة ومشتقاتها أصباغ ، ألوان سطحية (بيجمنت) ومواد ملونة أخر ؛ دهانات وورنيش ؛ معاجين ؛ حبر","in"
1509081855307,1509081855307,"in_1818",11,"","بري","البريمي ",2013,0,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations","زيوت عطرية ومستخلصات مواد راتنجية (رزينويد) ؛ محضرات عطور أو تطرية (كوزماتيك) أو تجميل (تواليت)","in"
1509081855307,1509081855307,"in_1819",11,"","بري","البريمي ",2013,0,38,"Miscellaneous chemical products","منتجــــــات كيماويــــــــة منوعـــــــة","in"
1509081855307,1509081855307,"in_1820",11,"","بري","البريمي ",2013,219127,39,"Plastics and articles thereof"," لدائـــــــــــــــــن ومصنوعاتهــــــــــــــــــــا","in"
1509081855307,1509081855307,"in_1821",11,"","بري","البريمي ",2013,1349766,40,"Rubber and articles thereof","مطـاط ومصنوعـاته ","in"
1509081855307,1509081855307,"in_1822",11,"","بري","البريمي ",2013,300,44,"Wood and articles of wood; wood charcoal","خشب ومصنوعاته ؛ فحم خشبي","in"
1509081855307,1509081855307,"in_1823",11,"","بري","البريمي ",2013,216130,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard","ورق وورق مقوى (كرتون) ؛ مصنوعات من عجينة السيليلوز أو من ورق أو من ورق مقوى ","in"
1509081855307,1509081855307,"in_1824",11,"","بري","البريمي ",2013,0,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans","كتب ، صحف ، صور وغيرها من منتجات الطباعة والنشر ؛ مخطوطاتن يدوية ، مستنسخات وتصاميم ","in"
1509081855307,1509081855307,"in_1825",11,"","بري","البريمي ",2013,0,50,"silk","حرير طبيعي","in"
1509081855307,1509081855307,"in_1826",11,"","بري","البريمي ",2013,0,52,"Cotton","قطن","in"
1509081855307,1509081855307,"in_1827",11,"","بري","البريمي ",2013,0,54,"Man-made filaments; strip and the like of man-made textile materials","شعيـرات تـركيبيـة أو أصطنـاعيـة؛ قدد و أشكال مماثلة من مواد نسجية تركيبية أو اصطناعية","in"
1509081855307,1509081855307,"in_1828",11,"","بري","البريمي ",2013,0,55,"Man-made staple fibres","أليـاف تركيبيـة أو أصطنــاعيـة غير مستمرة ","in"
1509081855307,1509081855307,"in_1829",11,"","بري","البريمي ",2013,0,57,"Carpets and other textile floor coverings","سجــاد وأغطيـة أرضيـات أخــر مـن مـواد نسجـية ","in"
1509081855307,1509081855307,"in_1830",11,"","بري","البريمي ",2013,0,58,"Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","أقمشة منسوجة خاصة ؛ أقمشة ذات خمل ""أوبار"" من مواد نسجية ؛ مسننات (دانتيلا) ؛ ديابيج ؛ أصناف عقادة ؛ مطرزات ","in"
1509081855307,1509081855307,"in_1831",11,"","بري","البريمي ",2013,1955,59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","نسج مشربة أو مطلية أو مغطاه أو منضدة ؛ أصناف نسجية للأستخدام التقني أو الصناعي ","in"
1509081855307,1509081855307,"in_1832",11,"","بري","البريمي ",2013,367,61,"Articles of apparel and clothing accessories, knitted or crocheted","ألبسة وتوابع ألبسة من مصنرات أو كروشية ","in"
1509081855307,1509081855307,"in_1833",11,"","بري","البريمي ",2013,0,63,"Other made up textile articles; sets; worn clothing and worn textile articles; rags","أصناف أخر جاهزة من مواد نسجية ؛ مجموعات (أطقم ) ؛ ألبسة مستعملة وأصناف نسجية مستعملة ؛ أسمال وخرق","in"
1509081855307,1509081855307,"in_1834",11,"","بري","البريمي ",2013,524,66,"Umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof","مظلات مطر ، مظلات شمس ، عصي ، عصي بقاعدة ، سياط ، وسياط الفروسية ، وأجزاء هذه الأصناف ","in"
1509081855307,1509081855307,"in_1835",11,"","بري","البريمي ",2013,17432,68,"Articles of stone, plaster, cement, asbestos, mica or similar materials","مصنوعات من حجر أو جص أو إسمنت أو حرير صخري (اسبستوس) أو ميكا أو من مواد مماثلة ","in"
1509081855307,1509081855307,"in_1836",11,"","بري","البريمي ",2013,0,69,"Ceramic products","منتجــات مــن خـــزف ","in"
1509081855307,1509081855307,"in_1837",11,"","بري","البريمي ",2013,0,70,"Glass and glassware","زجـــــاج ومصنوعـــاته ","in"
1509081855307,1509081855307,"in_1838",11,"","بري","البريمي ",2013,9340,72,"Iron and steel","الحديد والصلب (فولاذ) ","in"
1509081855307,1509081855307,"in_1839",11,"","بري","البريمي ",2013,4917,73,"Articles of iron or steel","مصنوعات من حديد أو صب (فولاذ) ","in"
1509081855307,1509081855307,"in_1840",11,"","بري","البريمي ",2013,31139,76,"Aluminium and articles thereof","ألومنيـــــــــوم ومصنوعاتــــــــــــه ","in"
1509081855307,1509081855307,"in_1841",11,"","بري","البريمي ",2013,0,83,"Miscellaneous articles of base metal","أصناف متنوعة من معادن عادية","in"
1509081855307,1509081855307,"in_1842",11,"","بري","البريمي ",2013,378976,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","مفاعلات نووية ومراجل وآلات وأجهزة وأدوات آلية ؛ أجزاؤها ","in"
1509081855307,1509081855307,"in_1843",11,"","بري","البريمي ",2013,352,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles","آلات وأجهزة ومعدات كهربائية وأجزاؤها ؛ أجهزة تسجيل وإذاعة الصوت ، وأجهزة تسجيل وإذاعة الصوت والصورة في الإذاعة المرئية ( تلفزيون) وأجزاء ولوازم هذه الأجهزة ","in"
1509081855307,1509081855307,"in_1844",11,"","بري","البريمي ",2013,0,86,"Railway or tramway locomotives, rolling-stock and parts thereof; rallway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","قاطرات وعربات ومعدات للسكك الحديدية أو ما يماثلها وأجزاؤها مثبتات ولوازم خطوط السكك الحديدية وأجزاؤها؛ أجهزة إشارة آلية (بما فيها كهروآليه) لطرق الموصلات من جميع الأنواع","in"
1509081855307,1509081855307,"in_1845",11,"","بري","البريمي ",2013,0,89,"Ships, boats and floating structures","سفن وقوارب ومنشآت عائمة ","in"
1509081855307,1509081855307,"in_1846",11,"","بري","البريمي ",2013,0,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof","أدوات وأجهزة للبصريات أو للتصوير الفوتوغرافي أو السينمائي أو للقياس أو للفحص والضبط الدقيق ، أدوات وأجهزة للطب أو الجراحة ؛ أجزاء ولوازم هذه الأدوات والأجهزة ","in"
1509081855307,1509081855307,"in_1847",11,"","بري","البريمي ",2013,1272506,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and Iighting fittings, not elsewhere specified or included;illuminated signs, illuminated name-plates and the like; prefabricated buildings","أثاث ؛ أصناف أسرة (حشايا ، حوامل حشايا ، وسائد وأصناف محشوة مماثلة ) ؛ أجهزة إنارة غير مذكورة ولا داخلة في مكان آخر ؛ إشارات مضيئة ولوحات إعلانية أو إرشادية مضيئة وأصناف مماثلة ؛ مباني مسبقة الصنع ","in"
1509081855307,1509081855307,"in_1848",11,"","بري","البريمي ",2013,210,95,"Toys, games and sports requisites; parts and accessories thereof","لعب اطفال وأصناف للتسلية أو للرياضة ، اجزاؤها ولوازمها ","in"
1509081855307,1509081855307,"in_1849",11,"","بري","البريمي ",2013,0,98,"Commodities Subject to Special Provisions","سلع ذات إحكام خاصة","in"
1509081855307,1509081855307,"in_1850",16,"MUSCAT AIRPORT (PASSENGER)","جوي","مطار مسقط (الركاب)",2013,57156,1,"Live animals","حيوانات حية","in"
1509081855307,1509081855307,"in_1851",16,"","جوي","مطار مسقط (الركاب)",2013,253493,2,"Meat and edible meat offal","لحوم وأحشاء وأطراف صالحة للأكل","in"
1509081855307,1509081855307,"in_1852",16,"","جوي","مطار مسقط (الركاب)",2013,7278,3,"Fish and crustaceans, molluscs and other aquatic invertebrates","أسمـاك وقشـريـات ، رخويــات وغيرهـا مـن الـلافقريــات المـائـية","in"
1509081855307,1509081855307,"in_1853",16,"","جوي","مطار مسقط (الركاب)",2013,199947,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin,not elsewhere specified or included","ألبان ومنتجات صناعة الألبان ؛ بيض طيور ؛ عسل طبيعي ؛ منتجات صالحة للأكل من أصل حيواني ، غير مذكورة ولا داخلة في مكان آخر ","in"
1509081855307,1509081855307,"in_1854",16,"","جوي","مطار مسقط (الركاب)",2013,0,5,"Products of animal origin,not elsewhere specified or included ","منتجات أخر من أصل حيواني ، غير مذكورة ولا داخلة في مكان آخر ","in"
1509081855307,1509081855307,"in_1855",16,"","جوي","مطار مسقط (الركاب)",2013,65555,6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","اشجار ونباتات أخر حية ؛ بصيلات وبصلات وجذور وما شابهها ؛ ازهار مقطوفة واغصان مورقة للزينة","in"
1509081855307,1509081855307,"in_1856",16,"","جوي","مطار مسقط (الركاب)",2013,78209,7,"Edible vegetables and certain roots and tubers","خضر ونباتات وجذور ودرنات غذائية ، صالحة للأكل ","in"
1509081855307,1509081855307,"in_1857",16,"","جوي","مطار مسقط (الركاب)",2013,63550,8,"Edible fruit and nuts; peel of citrus fruit or melons","فواكه وأثمار صالحة للأكل ؛ قشور حمضيات وقشور بطيخ أو شمام ","in"
1509081855307,1509081855307,"in_1858",16,"","جوي","مطار مسقط (الركاب)",2013,7553,9,"Coffee, tea, mate and spices","بن وشاي ومته وبهارات وتوابل ","in"
1509081855307,1509081855307,"in_1859",16,"","جوي","مطار مسقط (الركاب)",2013,318,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","حبوب وبذور وأثمار زيتية ؛ حبوب وبذور وأثمار منوعة ؛ نباتات للصناعة  أو للطب ؛ قش وعلف ","in"
1509081855307,1509081855307,"in_1860",16,"","جوي","مطار مسقط (الركاب)",2013,300,13,"Lac; gums, resins and other vegetable saps and extracts","صمغ اللك ؛ صموغ وراتنجات وغيرها من عصارات وخلاصات نباتية ","in"
1509081855307,1509081855307,"in_1861",16,"","جوي","مطار مسقط (الركاب)",2013,0,16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates","محضرات لحوم وأسماك أو قشريات أو رخويات أو لافقريات مائية أخر ","in"
1509081855307,1509081855307,"in_1862",16,"","جوي","مطار مسقط (الركاب)",2013,210,17,"Sugars and sugar confectionery","سكر ومصنوعات سكرية ","in"
1509081855307,1509081855307,"in_1863",16,"","جوي","مطار مسقط (الركاب)",2013,400,18,"Cocoa and cocoa preparations","كاكاو ومحضراته ","in"
1509081855307,1509081855307,"in_1864",16,"","جوي","مطار مسقط (الركاب)",2013,14044,20,"Prepsrations of vegetables, fruit, nuts or other parts of plants","محضرات خضر ، فواكه وأثمار أو محضرات من اجزاء أخرى من النباتات ","in"
1509081855307,1509081855307,"in_1865",16,"","جوي","مطار مسقط (الركاب)",2013,0,21,"Miscellaneous edible preparations","محضرات غذائية منوعة ","in"
1509081855307,1509081855307,"in_1866",16,"","جوي","مطار مسقط (الركاب)",2013,195,22,"Beverages, spirits and vinegar","مشروبات، سوائل كحولية وخل ","in"
1509081855307,1509081855307,"in_1867",16,"","جوي","مطار مسقط (الركاب)",2013,100,23,"Residues and waste from the food industries; prepared animal fodder","بقايا ونفايات صناعات الأغذية  أغذية محضرة للحيوانات ","in"
1509081855307,1509081855307,"in_1868",16,"","جوي","مطار مسقط (الركاب)",2013,324,24,"Tobacco and manufactured tobacco substitutes","تبغ وأبدال تبغ مصنعة ","in"
1509081855307,1509081855307,"in_1869",16,"","جوي","مطار مسقط (الركاب)",2013,0,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement","ملح ؛ كبريت ؛ أتربة  وأحجار ؛ جص ؛ كلس وأسمنت ","in"
1509081855307,1509081855307,"in_1870",16,"","جوي","مطار مسقط (الركاب)",2013,0,28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals,of radioactive elements or of isotopes","منتجات كيماوية غير عضوية ؛ مركبات عضوية أو غير عضوية من معادن ثمينة أو من معادن أتربه نادرة أو من عناصر مشعة أو من نظائر ايزوتوب ","in"
1509081855307,1509081855307,"in_1871",16,"","جوي","مطار مسقط (الركاب)",2013,0,29,"Organic chemicals","منتجات كيماوية عضوية","in"
1509081855307,1509081855307,"in_1872",16,"","جوي","مطار مسقط (الركاب)",2013,698494,30,"Pharmaceutical products","منتجات الصيدلية ","in"
1509081855307,1509081855307,"in_1873",16,"","جوي","مطار مسقط (الركاب)",2013,0,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks ","خلاصات للدباغة والصباغة ؛ مواد دابغة ومشتقاتها أصباغ ، ألوان سطحية (بيجمنت) ومواد ملونة أخر ؛ دهانات وورنيش ؛ معاجين ؛ حبر","in"
1509081855307,1509081855307,"in_1874",16,"","جوي","مطار مسقط (الركاب)",2013,104100,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations","زيوت عطرية ومستخلصات مواد راتنجية (رزينويد) ؛ محضرات عطور أو تطرية (كوزماتيك) أو تجميل (تواليت)","in"
1509081855307,1509081855307,"in_1875",16,"","جوي","مطار مسقط (الركاب)",2013,50,34,"Soap, organic surface-active agents, washing preparations,lubricating preparations, artificial waxes, prepared waxes polishing or scouring preparations, candles and similar articles, modelling pastes, "" dental waxes, and dental preparations with a basis o"," صابون، وعوامل سطح عضوية (غواسل عضوية)  ومحضرات غسيل ومحضرات تشحيم وشموع اصطناعية  وشموع محضرة ومحضرات صقل أو تلميع وشموع إضاءة وأصناف مماثلة  ومعاجين لصنع النماذج وشموع طب الأسنان ومحضرات طب الأسنان أساسها الجص","in"
1509081855307,1509081855307,"in_1876",16,"","جوي","مطار مسقط (الركاب)",2013,600,35,"Albumlnoidal substances; modified starches; glues; enzymes","مواد زلالية ؛ منتجات أساسها النشا المعدل ؛ غراء ؛ انزيمات ","in"
1509081855307,1509081855307,"in_1877",16,"","جوي","مطار مسقط (الركاب)",2013,22588,36,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","   بارود ومتفجرات؛ منتجات نارية فنية؛ ثقاب؛ خلائط معدنية لإحداث الاشتعال؛ مواد لهوب، محضرة","in"
1509081855307,1509081855307,"in_1878",16,"","جوي","مطار مسقط (الركاب)",2013,104,37,"Photographic or cinematographic goods","منتجات تصوير فوتوغرافي أو سينمائي","in"
1509081855307,1509081855307,"in_1879",16,"","جوي","مطار مسقط (الركاب)",2013,0,38,"Miscellaneous chemical products","منتجــــــات كيماويــــــــة منوعـــــــة","in"
1509081855307,1509081855307,"in_1880",16,"","جوي","مطار مسقط (الركاب)",2013,5600,39,"Plastics and articles thereof"," لدائـــــــــــــــــن ومصنوعاتهــــــــــــــــــــا","in"
1509081855307,1509081855307,"in_1881",16,"","جوي","مطار مسقط (الركاب)",2013,0,40,"Rubber and articles thereof","مطـاط ومصنوعـاته ","in"
1509081855307,1509081855307,"in_1882",16,"","جوي","مطار مسقط (الركاب)",2013,0,41,"Raw hides and skins (other than furskins) and leather","صلال وجلود خام (عدا جلود الفراء) وجلود مدبوغة","in"
